Date, X, Y, Z
A.D. 2023-Oct-20 00:00:00.0000 TDB, 57765.64, 43392.86, 17193.54
A.D. 2023-Oct-21 00:00:00.0000 TDB, 57693.38, 43477.8, 17231.71
A.D. 2023-Oct-22 00:00:00.0000 TDB, 57620.99, 43562.62, 17269.83
A.D. 2023-Oct-23 00:00:00.0000 TDB, 57548.47, 43647.33, 17307.9
A.D. 2023-Oct-24 00:00:00.0000 TDB, 57475.81, 43731.95, 17345.94
A.D. 2023-Oct-25 00:00:00.0000 TDB, 57403.02, 43816.46, 17383.94
A.D. 2023-Oct-26 00:00:00.0000 TDB, 57330.08, 43900.88, 17421.9
A.D. 2023-Oct-27 00:00:00.0000 TDB, 57257, 43985.18, 17459.81
A.D. 2023-Oct-28 00:00:00.0000 TDB, 57183.78, 44069.39, 17497.69
A.D. 2023-Oct-29 00:00:00.0000 TDB, 57110.42, 44153.48, 17535.52
A.D. 2023-Oct-30 00:00:00.0000 TDB, 57036.91, 44237.46, 17573.3
A.D. 2023-Oct-31 00:00:00.0000 TDB, 56963.28, 44321.34, 17611.05
A.D. 2023-Nov-01 00:00:00.0000 TDB, 56889.52, 44405.1, 17648.75
A.D. 2023-Nov-02 00:00:00.0000 TDB, 56815.61, 44488.77, 17686.41
A.D. 2023-Nov-03 00:00:00.0000 TDB, 56741.57, 44572.32, 17724.03
A.D. 2023-Nov-04 00:00:00.0000 TDB, 56667.39, 44655.78, 17761.6
A.D. 2023-Nov-05 00:00:00.0000 TDB, 56593.07, 44739.11, 17799.13
A.D. 2023-Nov-06 00:00:00.0000 TDB, 56518.61, 44822.34, 17836.62
A.D. 2023-Nov-07 00:00:00.0000 TDB, 56444.03, 44905.46, 17874.06
